contract_id,variant_id,store_id,plan_id,ordered_at,plan_purchase_price,is_refunded,contract_length_years,line_item_id
"05858f52-c071-4bff-b765-c7173069965c","1421463027732","cbc0b107-7112-4a84-9a5f-a1cfdcfcfdbd","10001-misc-elec-base-replace-2y",2020-03-27 20:37:46.000000,30.99,false,2.0,"4630057877622"
"06434917-74c1-46c7-8109-46040b9c3beb","31782489358410","d2d139d8-f36d-4183-bc9d-61353623036c","10001-crownandcaliber-watch-base-repair-2y",2020-04-30 17:39:32.000000,189.00,false,2.0,"5152942391370"
"0733406a-0482-4a51-a60d-c97f008e3915","11642303643684","a5e80a29-c6af-446f-b569-f021e697c48c","10001-misc-elec-base-replace-2y",2020-05-22 18:13:16.000000,11.99,false,2.0,"4947828703364"
"0799c606-431b-4911-bdc5-afd5d41fb205","45161870866","a5e80a29-c6af-446f-b569-f021e697c48c","10001-misc-elec-base-replace-2y",2020-05-05 19:48:24.000000,7.49,false,2.0,"4853137997956"
"0e9f7076-fa77-4b7c-ad97-987eda60267e","31414012706934","cbc0b107-7112-4a84-9a5f-a1cfdcfcfdbd","10001-misc-elec-base-replace-1y",2020-04-17 19:44:30.000000,28.99,false,1.0,"4730169983094"
"10d169cb-1bf4-4e9b-9bef-418c60b5e3e7","9675269406777","2e1df809-4f73-4943-9bde-49fdbeddb8fc","10001-misc-elec-base-replace-2y",2020-05-13 16:29:30.000000,54.99,false,2.0,"4599929241657"
"097c32bd-e19f-4407-9057-62301cebb5db","31095886970998","661964ec-5d06-4dea-bbb2-56d3b9817a98","10001-misc-elec-base-replace-1y",2020-05-05 17:12:27.000000,22.99,false,1.0,"4828145680502"
"0a2a20e7-70a1-4065-a984-4cc71d18f571","31414945153067","fb650744-0bf1-4662-a98c-b7a35f5f540f","10001-laptop-base-replace-1y",2020-03-15 13:29:36.000000,22.99,false,1.0,"4396490883115"
"0a70bb89-ef1a-42f0-bb59-ed1d7e4703f2","44983342275","2798ad2f-a9cb-4ed0-b787-30ea6b2dfc2b","10001-misc-elec-base-replace-3y",2020-05-01 22:40:19.000000,59.99,false,3.0,"5164296765514"
"10f90cd8-6325-4133-ab03-331913f7ea0c","29484925780086","cbc0b107-7112-4a84-9a5f-a1cfdcfcfdbd","10001-misc-elec-base-replace-1y",2020-04-23 21:06:36.000000,18.99,false,1.0,"4762475921526"
"11e10420-d83e-4e5a-b338-7ac6a17a6b99","20954655719542","cbc0b107-7112-4a84-9a5f-a1cfdcfcfdbd","10001-misc-elec-base-replace-3y",2020-03-09 16:11:37.000000,69.99,false,3.0,"4572932898934"
"1220e641-3126-4287-aa8d-b6a85bdf6715","33037737754760","2399c6c4-23d6-4d10-8810-b294c8cb3359","10001-evolve-bamboogtr2in1-base-repair-1y",2020-05-30 15:58:27.000000,199.00,false,1.0,"4964574167176"
"12c0512e-adb9-4cb3-839e-bddc0a550fcc","31341251133553","5dfad31f-9dc6-4e02-b8ba-ad59d42fa8d5","10001-misc-elec-base-replace-1y",2020-05-23 02:12:12.000000,7.49,false,1.0,"5092831789169"
"13a80ddf-3002-4d5a-8ba4-e7224bb66ead","31403001643139","780a27f2-578d-4455-818f-77b48453ffb9","10001-misc-elec-base-replace-3y",2020-04-22 17:27:09.000000,189.00,false,3.0,"4771941220483"
"1418cde0-f15d-462d-9438-b0ff76a3d682","29611702485105","5dfad31f-9dc6-4e02-b8ba-ad59d42fa8d5","10001-misc-elec-base-replace-1y",2020-05-20 23:25:47.000000,4.09,false,1.0,"5072384721009"
"147a0499-853a-4db7-ba52-257ce7b75993","45161870866","a5e80a29-c6af-446f-b569-f021e697c48c","10001-misc-elec-base-replace-2y",2020-04-10 00:05:21.000000,7.49,false,2.0,"4689894965380"
"0ca01007-9d70-4122-8b44-6ba0747ee1df","14246161671","446af1d1-22e5-41cb-bbb1-dc6e7ad970b4","10001-misc-elec-base-replace-1y",2020-05-27 23:47:03.000000,8.49,false,1.0,"4975201157251"
"0d589794-6469-42c1-a26b-3a11a27ee25c","31095887003766","661964ec-5d06-4dea-bbb2-56d3b9817a98","10001-misc-elec-base-replace-1y",2020-05-01 02:23:48.000000,22.99,false,1.0,"4800769130614"
"1684efa2-b366-4f3e-a759-7b1ce941557c","28617370770","a5e80a29-c6af-446f-b569-f021e697c48c","10001-misc-elec-base-replace-2y",2020-04-17 18:36:33.000000,6.49,false,2.0,"4731158790276"
"18839909-ce68-4633-8246-aac2817f3e08","15387862106161","2399c6c4-23d6-4d10-8810-b294c8cb3359","10001-evolve-carbongtr2in1-base-repair-1y",2020-03-02 15:45:49.000000,209.00,false,1.0,"4487904952456"
"0360bbe1-f75e-45ed-82bb-be88853bc8bf","45161870866","a5e80a29-c6af-446f-b569-f021e697c48c","10001-misc-elec-base-replace-1y",2020-04-23 12:05:27.000000,4.09,false,1.0,"4766461100164"
"0428bc84-b4f4-4f57-82b5-fedecdbb4074","28617370770","a5e80a29-c6af-446f-b569-f021e697c48c","10001-misc-elec-base-replace-2y",2020-04-16 04:07:09.000000,6.49,false,2.0,"4721288315012"
"04538d2a-2f5b-49c3-a5bd-077109981d64","30259617792064","fb650744-0bf1-4662-a98c-b7a35f5f540f","10001-laptop-base-replace-2y",2020-03-25 00:54:21.000000,35.99,false,2.0,"4415520636971"
"04a936e2-2476-414d-a472-ddd4404d50db","7796401635389","cbd9a3a0-8457-4bd9-abf6-5de6b62da6c2","10001-misc-elec-base-replace-2y",2020-03-29 22:42:52.000000,8.49,false,2.0,"4422151798845"
"00ccf301-e34b-4142-8612-a60e442b30b1","18910888984633","2e1df809-4f73-4943-9bde-49fdbeddb8fc","10001-misc-elec-base-replace-1y",2020-04-15 21:18:11.000000,20.99,false,1.0,"4496854908985"
"02391193-d985-41f8-8b95-a5b58aa37fc5","30572999704708","a5e80a29-c6af-446f-b569-f021e697c48c","10001-misc-elec-base-replace-2y",2020-03-30 05:50:25.000000,14.99,false,2.0,"4628262158468"
"00e0a9ba-a5c6-4b29-9b5b-2f9ce55dda82","30572999704708","a5e80a29-c6af-446f-b569-f021e697c48c","10001-misc-elec-base-replace-2y",2020-04-27 19:07:22.000000,14.99,false,2.0,"4792677924996"
"0184fbe2-7d77-43dc-90b1-90e1a8d49b94","19355157004345","2e1df809-4f73-4943-9bde-49fdbeddb8fc","10001-misc-elec-base-replace-2y",2020-03-15 16:52:51.000000,32.99,false,2.0,"4412356493369"
"017e4568-d841-47c5-a674-cff069bb1274","30572999704708","a5e80a29-c6af-446f-b569-f021e697c48c","10001-misc-elec-base-replace-2y",2020-04-06 19:44:57.000000,14.99,false,2.0,"4671177031812"
"02b8f4d5-62dc-49c4-9892-02b1643f72d8","16141232406641","5dfad31f-9dc6-4e02-b8ba-ad59d42fa8d5","10001-misc-elec-base-replace-1y",2020-05-04 19:01:10.000000,7.49,false,1.0,"4977529520241"
"0323e4fa-9801-4c9e-9b13-430f407fc749","29165319570","a5e80a29-c6af-446f-b569-f021e697c48c","10001-misc-elec-base-replace-1y",2020-04-23 12:42:43.000000,2.19,false,1.0,"4766617436292"
"040ad025-e5b9-47db-9fce-c5f72604c31e","31054212530289","5dfad31f-9dc6-4e02-b8ba-ad59d42fa8d5","10001-misc-elec-base-replace-1y",2020-05-28 00:42:25.000000,7.49,false,1.0,"5125174100081"
"04d476cd-bddd-463c-b479-89345f9620bc","31095886970998","661964ec-5d06-4dea-bbb2-56d3b9817a98","10001-misc-elec-base-replace-1y",2020-05-03 13:01:57.000000,22.99,false,1.0,"4814902362230"
"03183bde-9bd2-455b-8a29-be64c814c280","12335961636925","cbd9a3a0-8457-4bd9-abf6-5de6b62da6c2","10001-misc-elec-base-replace-3y",2020-05-17 19:46:04.000000,19.99,false,3.0,"4571783168061"
"0426a228-e077-4900-9931-5749a27ae78b","20313667502134","fd8f6538-a246-4fc8-b179-ca40fccfbb25","10001-misc-elec-base-replace-1y",2020-05-20 02:08:48.000000,20.99,false,1.0,"4736582975542"
"046d0837-6476-401b-9358-f23187a4f6c3","33037737721992","2399c6c4-23d6-4d10-8810-b294c8cb3359","10001-evolve-bamboogtrallterrain-base-repair-1y",2020-04-21 20:21:06.000000,179.00,false,1.0,"4788454195336"
"0379b597-5088-4ca1-9a54-cb185655f850","31095887003766","661964ec-5d06-4dea-bbb2-56d3b9817a98","10001-misc-elec-base-replace-2y",2020-04-27 12:59:10.000000,41.99,false,2.0,"4780453724278"
"03eccd72-e397-4374-b5c1-4d91fbfe80b5","20954655719542","cbc0b107-7112-4a84-9a5f-a1cfdcfcfdbd","10001-misc-elec-adh-replace-3y",2020-05-20 15:44:39.000000,69.99,false,3.0,"4909640548470"
"0403e93b-ae88-45cd-98a9-1d6c01a297b8","29484925780086","cbc0b107-7112-4a84-9a5f-a1cfdcfcfdbd","10001-misc-elec-base-replace-2y",2020-04-21 18:19:05.000000,32.99,false,2.0,"4751068004470"
"04277500-09a3-4238-98b1-5e8fe4542e24","1526001565716","cbc0b107-7112-4a84-9a5f-a1cfdcfcfdbd","10001-misc-elec-base-replace-1y",2020-04-07 19:33:57.000000,23.99,false,1.0,"4679051903094"
"064487ff-e04f-4c0b-a7a1-7b5b8fc3a1e1","31540320239670","fd8f6538-a246-4fc8-b179-ca40fccfbb25","10001-misc-elec-base-replace-3y",2020-03-30 20:59:19.000000,139.00,false,3.0,"4546256666678"
"06bcf3e4-1e63-4afb-93b2-9747c11e8631","32035262627914","2798ad2f-a9cb-4ed0-b787-30ea6b2dfc2b","10001-misc-elec-base-replace-1y",2020-05-18 23:14:26.000000,31.99,false,1.0,"5292428394570"
"0740edaf-d30c-4735-b65e-f0a64ca16470","31369565536387","446af1d1-22e5-41cb-bbb1-dc6e7ad970b4","10001-misc-elec-base-replace-2y",2020-04-22 01:20:33.000000,36.99,false,2.0,"4767741542531"
"081c732d-0479-4093-9482-b07d66f868a7","31095887003766","661964ec-5d06-4dea-bbb2-56d3b9817a98","10001-misc-elec-base-replace-1y",2020-05-02 03:01:37.000000,22.99,false,1.0,"4807986872438"
"05b5c50e-065a-4475-bddb-9011b15b74e5","31292390735985","5dfad31f-9dc6-4e02-b8ba-ad59d42fa8d5","10001-misc-elec-base-replace-1y",2020-05-06 02:40:19.000000,3.99,false,1.0,"4986053165169"
"069950bf-8fae-4ce5-8b31-5ddf98138e4d","7796379811901","cbd9a3a0-8457-4bd9-abf6-5de6b62da6c2","10001-misc-elec-base-replace-1y",2020-04-29 11:02:56.000000,9.49,false,1.0,"4509098803261"
"0816950a-59ae-468a-8b05-8e73f83a959c","18705176068153","2e1df809-4f73-4943-9bde-49fdbeddb8fc","10001-misc-elec-base-replace-1y",2020-04-01 19:29:42.000000,59.99,false,1.0,"4452752162873"
"09036970-801b-4fe0-896c-77bcefdd9103","28024598593638","c18e4014-49ee-4f3d-8813-c7a9f2e407b9","10001-misc-elec-base-replace-2y",2020-05-03 00:26:46.000000,26.99,false,2.0,"4813996949606"
"0929a9a1-18b6-469d-b665-b3b20dabc1db","20313667502134","fd8f6538-a246-4fc8-b179-ca40fccfbb25","10001-misc-elec-base-replace-1y",2020-03-03 01:49:05.000000,25.99,false,1.0,"4464438149174"
"09be4044-e35d-4977-8504-d81c76a47e18","30572999704708","a5e80a29-c6af-446f-b569-f021e697c48c","10001-misc-elec-base-replace-2y",2020-04-04 23:52:15.000000,14.99,false,2.0,"4662883975300"
"0ad0e1ff-2949-4059-8c09-68235c6f20e4","16261131730993","2399c6c4-23d6-4d10-8810-b294c8cb3359","10001-evolve-stoke-base-repair-1y",2020-04-27 00:37:48.000000,129.00,false,1.0,"4815503982728"
"05f74fdb-ce5d-4ef3-b0a2-9d8db0a353f0","7796303790141","cbd9a3a0-8457-4bd9-abf6-5de6b62da6c2","10001-misc-elec-base-replace-3y",2020-04-17 23:54:00.000000,9.99,false,3.0,"4474105200701"
"091f2076-2b47-46e5-853d-7577b601961e","45161870866","a5e80a29-c6af-446f-b569-f021e697c48c","10001-misc-elec-base-replace-2y",2020-04-23 13:03:19.000000,7.49,false,2.0,"4766704730244"
"0942e889-d699-4570-8420-8c3abd4b5cf8","31623807107146","2798ad2f-a9cb-4ed0-b787-30ea6b2dfc2b","10001-misc-elec-base-replace-1y",2020-05-14 00:51:33.000000,25.99,false,1.0,"5256823013450"
"0a63204b-1ea9-4bc7-ae61-20d51d0df7ae","29484925780086","cbc0b107-7112-4a84-9a5f-a1cfdcfcfdbd","10001-misc-elec-base-replace-1y",2020-05-01 16:04:27.000000,18.99,false,1.0,"4803762290806"
"0ace636b-f4b6-44fa-ae7b-29e21fa08e04","31468255838321","5dfad31f-9dc6-4e02-b8ba-ad59d42fa8d5","10001-misc-elec-base-replace-1y",2020-05-05 02:01:08.000000,7.49,false,1.0,"4979773800561"
"07b64272-127a-4305-98e0-6ca2d0d7c846","12491682119741","cbd9a3a0-8457-4bd9-abf6-5de6b62da6c2","10001-auto-part-base-replace-1y",2020-04-11 23:24:52.000000,0.69,false,1.0,"4457346662461"
"08b45a24-270f-4024-835d-11dbbe90bbb5","28024598593638","c18e4014-49ee-4f3d-8813-c7a9f2e407b9","10001-misc-elec-base-replace-1y",2020-05-20 21:23:34.000000,14.99,false,1.0,"4910017249382"
"0a9c1fd1-1b8d-4cf9-9bee-b1ab377bf756","19107296870457","2e1df809-4f73-4943-9bde-49fdbeddb8fc","10001-misc-elec-base-replace-2y",2020-05-29 20:40:53.000000,36.99,false,2.0,"4632846270521"
"0c6c4038-b180-4e8e-b1f3-af0736d3a541","31414012674166","cbc0b107-7112-4a84-9a5f-a1cfdcfcfdbd","10001-misc-elec-adh-replace-1y",2020-05-23 21:29:38.000000,33.99,false,1.0,"4929250164854"
"0cbc8372-b369-4794-b17a-2efd3fbe058b","30303861014641","5dfad31f-9dc6-4e02-b8ba-ad59d42fa8d5","10001-misc-elec-base-replace-1y",2020-05-05 15:45:14.000000,2.29,false,1.0,"4982740418673"
"0d29c50f-78a1-463b-a884-8caa8863b863","14152461647907","0d92cbe4-2d26-4c81-ae4e-7ace36b6700b","10001-misc-elec-base-replace-2y",2020-05-07 13:53:21.000000,14.99,false,2.0,"4506840399895"
"0e2dc2f9-5d4c-4357-9096-f22db6fe2bd0","31047057965174","cbc0b107-7112-4a84-9a5f-a1cfdcfcfdbd","10001-misc-elec-adh-replace-1y",2020-05-27 01:59:52.000000,28.99,false,1.0,"4945863213174"
"0e5fd8ac-7691-4314-b758-319149fe4308","31095887003766","661964ec-5d06-4dea-bbb2-56d3b9817a98","10001-misc-elec-base-replace-1y",2020-05-06 21:08:46.000000,22.99,false,1.0,"4834897854582"
"0e8e3e68-c431-4e47-81c7-e8f1b538db64","33037737754760","2399c6c4-23d6-4d10-8810-b294c8cb3359","10001-evolve-bamboogtr2in1-base-repair-1y",2020-04-20 00:00:39.000000,199.00,false,1.0,"4778473291912"
"0f6df33f-d9f8-4ea0-9ae5-73abbf80edce","35225953665","fd8f6538-a246-4fc8-b179-ca40fccfbb25","10001-misc-elec-base-replace-3y",2020-05-30 21:58:50.000000,109.00,false,3.0,"4785685102646"
"0fea39c2-f949-47ab-a7fd-5ca27238dafc","29484925780086","cbc0b107-7112-4a84-9a5f-a1cfdcfcfdbd","10001-misc-elec-base-replace-1y",2020-05-02 16:47:19.000000,18.99,false,1.0,"4810891165814"
"19904932-c6da-47e3-a465-c24c02482113","35225953665","fd8f6538-a246-4fc8-b179-ca40fccfbb25","10001-misc-elec-base-replace-3y",2020-04-28 00:28:50.000000,119.00,false,3.0,"4647265239094"
"1a6ebdac-9474-4c6e-98c9-2e5bb15d3ec3","31540311097398","fd8f6538-a246-4fc8-b179-ca40fccfbb25","10001-misc-elec-base-replace-1y",2020-03-28 17:06:32.000000,25.99,false,1.0,"4540279947318"
"1b39d5b9-a9cb-4eec-a535-8b88a00d46b4","14152758853667","0d92cbe4-2d26-4c81-ae4e-7ace36b6700b","10001-misc-elec-base-replace-2y",2020-04-18 23:12:57.000000,79.99,false,2.0,"4449026506775"
"1d708051-4bfb-4633-a98b-0e95a4aed07d","18964604026937","2e1df809-4f73-4943-9bde-49fdbeddb8fc","10001-misc-elec-base-replace-3y",2020-05-30 00:04:53.000000,22.99,false,3.0,"4633079644217"
"0e686795-33c0-42b2-885c-1e46350b0dc5","29484925780086","cbc0b107-7112-4a84-9a5f-a1cfdcfcfdbd","10001-misc-elec-adh-replace-1y",2020-05-24 01:32:31.000000,18.99,false,1.0,"4930117861494"
"1d946a94-25c8-43bc-8549-f4eed0ff90c3","29690520404081","5dfad31f-9dc6-4e02-b8ba-ad59d42fa8d5","10001-misc-elec-base-replace-1y",2020-05-03 20:38:54.000000,8.49,false,1.0,"4972187091057"
"201e8048-5d26-4b7f-a711-4a6d7a6e02f7","30572999704708","a5e80a29-c6af-446f-b569-f021e697c48c","10001-misc-elec-base-replace-1y",2020-03-18 00:06:22.000000,9.49,false,1.0,"4578164408452"
"1052cb7c-e0f4-478a-b893-b63ca91b547e","29484925780086","cbc0b107-7112-4a84-9a5f-a1cfdcfcfdbd","10001-misc-elec-base-replace-2y",2020-04-02 16:36:41.000000,32.99,false,2.0,"4656538517622"
"1083de4b-9a7d-431f-97e3-53cf811dc724","31437319733291","fb650744-0bf1-4662-a98c-b7a35f5f540f","10001-laptop-base-replace-1y",2020-03-26 20:32:04.000000,16.99,false,1.0,"4419665264683"
"119edec0-0de2-4eb1-bdd7-b6d03d753ada","28617370770","a5e80a29-c6af-446f-b569-f021e697c48c","10001-misc-elec-base-replace-1y",2020-03-27 17:03:27.000000,3.39,false,1.0,"4615608369284"
"12170dbb-e83a-46cf-a67e-b677a16eefa2","20489507897457","5dfad31f-9dc6-4e02-b8ba-ad59d42fa8d5","10001-misc-elec-base-replace-1y",2020-05-05 04:43:52.000000,2.29,false,1.0,"4980474937457"
"20b09eb5-38a3-46f3-b446-713f6ef7c110","30716502605937","5dfad31f-9dc6-4e02-b8ba-ad59d42fa8d5","10001-misc-elec-base-replace-1y",2020-05-20 00:47:11.000000,9.99,false,1.0,"5067069456497"
"21b33ee8-198c-4027-abc1-983a8d166a8c","31414260596779","fb650744-0bf1-4662-a98c-b7a35f5f540f","10001-laptop-base-replace-1y",2020-04-07 22:34:48.000000,18.99,false,1.0,"4453204688939"
"227edb4a-4321-45f0-866e-122cbc9b3624","14153248964643","0d92cbe4-2d26-4c81-ae4e-7ace36b6700b","10001-misc-elec-base-replace-1y",2020-03-31 18:36:49.000000,5.99,false,1.0,"4397150470167"
"22e74b22-640b-4f0b-8c72-a95c27a62765","45161870866","a5e80a29-c6af-446f-b569-f021e697c48c","10001-misc-elec-base-replace-2y",2020-04-13 01:25:48.000000,7.49,false,2.0,"4703130583172"
"1241d08f-a98a-45d1-9b1c-e0db721da682","9675272683577","2e1df809-4f73-4943-9bde-49fdbeddb8fc","10001-misc-elec-base-replace-1y",2020-03-24 17:28:32.000000,29.99,false,1.0,"4432220061753"
"13a8f108-1921-44a8-a200-3536a94a6c7a","29601472151665","5dfad31f-9dc6-4e02-b8ba-ad59d42fa8d5","10001-misc-elec-base-replace-1y",2020-05-31 17:11:27.000000,4.59,false,1.0,"5147105886321"
"1408bed6-5e6b-4113-9436-8d24f6ebb0bd","31540311097398","fd8f6538-a246-4fc8-b179-ca40fccfbb25","10001-misc-elec-base-replace-2y",2020-04-05 09:25:42.000000,45.99,false,2.0,"4563099189302"
"23d5cc15-f1f4-4eb7-8311-37d5bc29aa7e","35225953665","fd8f6538-a246-4fc8-b179-ca40fccfbb25","10001-misc-elec-base-replace-1y",2020-05-28 19:35:25.000000,40.99,false,1.0,"4768912965686"
"23e8418f-fa10-48f7-9efb-cc65d6cb2f38","31095887003766","661964ec-5d06-4dea-bbb2-56d3b9817a98","10001-misc-elec-base-replace-2y",2020-05-01 02:24:23.000000,41.99,false,2.0,"4800770375798"
"055ca432-d840-4f9c-826f-cab8d03e61fd","29165319570","a5e80a29-c6af-446f-b569-f021e697c48c","10001-misc-elec-base-replace-2y",2020-04-18 19:50:33.000000,3.89,false,2.0,"4737766195332"
"05fb2da1-c2a8-4b9f-a8f9-c3ec1addbbde","31227417264241","5dfad31f-9dc6-4e02-b8ba-ad59d42fa8d5","10001-misc-elec-base-replace-1y",2020-05-05 23:14:19.000000,9.49,false,1.0,"4985211191409"
"061f5055-354d-47a9-85e1-7428903cb798","31540320239670","fd8f6538-a246-4fc8-b179-ca40fccfbb25","10001-misc-elec-base-replace-2y",2020-05-01 20:55:36.000000,94.99,false,2.0,"4665581895734"
"06ee5d8a-b023-41dc-a493-609552601d8b","31095887003766","661964ec-5d06-4dea-bbb2-56d3b9817a98","10001-misc-elec-base-replace-2y",2020-04-25 14:50:23.000000,41.99,false,2.0,"4771424731254"
"07289168-d021-414b-9479-4b318ddce70c","20872139210865","5dfad31f-9dc6-4e02-b8ba-ad59d42fa8d5","10001-misc-elec-base-replace-2y",2020-05-05 20:41:29.000000,7.99,false,2.0,"4984462835825"
"263ef67d-3068-4813-938c-8cdb1ead1d2e","7796303790141","cbd9a3a0-8457-4bd9-abf6-5de6b62da6c2","10001-misc-elec-base-replace-1y",2020-04-08 02:52:39.000000,3.39,false,1.0,"4445953949757"
"26c0cda5-25c3-45c7-884a-6388a9b80a4f","31540320239670","fd8f6538-a246-4fc8-b179-ca40fccfbb25","10001-misc-elec-base-replace-2y",2020-03-30 13:10:05.000000,94.99,false,2.0,"4544994017334"
"286d3064-1ac9-433c-b1d1-a9dd9de265ae","31540311097398","fd8f6538-a246-4fc8-b179-ca40fccfbb25","10001-misc-elec-base-replace-2y",2020-04-09 04:17:06.000000,45.99,false,2.0,"4574361354294"
"29a90fe3-a220-42cd-95c9-5959b5ae7317","31257983254585","2e1df809-4f73-4943-9bde-49fdbeddb8fc","10001-misc-elec-base-replace-1y",2020-05-31 01:24:06.000000,11.99,false,1.0,"4634695860281"
"14d59666-873a-4bc9-a344-410fd860a74d","11557793005604","a5e80a29-c6af-446f-b569-f021e697c48c","10001-misc-elec-base-replace-2y",2020-03-24 16:44:02.000000,11.99,false,2.0,"4602656620676"
"162f6695-d9c4-4b2e-aa80-22050271b871","18705176068153","2e1df809-4f73-4943-9bde-49fdbeddb8fc","10001-misc-elec-base-replace-3y",2020-04-21 15:18:33.000000,149.00,false,3.0,"4517075877945"
"16565c6e-9975-4901-9262-fddfe67799e5","31095887003766","661964ec-5d06-4dea-bbb2-56d3b9817a98","10001-misc-elec-base-replace-1y",2020-04-26 18:20:23.000000,22.99,false,1.0,"4776903573622"
"2a3c544b-ce52-4e74-8c82-fc8d467b354d","13030187466796","446af1d1-22e5-41cb-bbb1-dc6e7ad970b4","10001-misc-elec-base-replace-1y",2020-04-28 02:53:45.000000,10.99,false,1.0,"4810170368131"
"2a79f808-e6f3-4490-b9b9-42ecdcb19fd0","31623807107146","2798ad2f-a9cb-4ed0-b787-30ea6b2dfc2b","10001-misc-elec-base-replace-1y",2020-05-20 16:35:47.000000,25.99,false,1.0,"5303563944010"
"2af9e993-f494-4667-bbfb-6dd7829c375a","30572999704708","a5e80a29-c6af-446f-b569-f021e697c48c","10001-misc-elec-base-replace-2y",2020-03-25 13:59:35.000000,14.99,false,2.0,"4606726865028"
"079234ca-931f-4b97-8cdf-7d8a1817a145","44223995843","2798ad2f-a9cb-4ed0-b787-30ea6b2dfc2b","10001-misc-elec-base-replace-1y",2020-05-01 07:31:41.000000,28.99,false,1.0,"5158355075146"
